text	category
എനിക്ക് ഒരു യഥാർത്ഥ ജീവിത സാഹചര്യം സങ്കൽപ്പിക്കാൻ കഴിയുന്നില്ല, അവിടെ ഞാൻ ഒരാളുമായി വൈകാരികമായി ബന്ധം പുലർത്തുകയും പൂർണ്ണമായും അംഗീകരിക്കുകയും സുരക്ഷിതനായിരിക്കുകയും ചെയ്യുന്നിടത്ത് എനിക്ക് ധാർമ്മികമായി സ്വീകാര്യമായിരിക്കുന്നിടത്ത് അടുത്തതും ദീർഘനേരം ശാരീരികവുമായ സമ്പർക്കം പുലർത്തുന്നതും പിന്നീട് ലൈംഗികത പ്രതീക്ഷിക്കാത്തതും	happy
എന്തെങ്കിലുമുണ്ടെങ്കിൽ എന്നെ തൃപ്തിപ്പെടുത്തുന്നത് എന്താണെന്ന് എനിക്ക് ഉറപ്പില്ല	happy
സൃഷ്ടിപരമായിരിക്കേണ്ടതിന്റെ ആവശ്യകത എനിക്ക് അനുഭവപ്പെടുന്നു	happy
എന്നിരുന്നാലും, ആരെങ്കിലും നിങ്ങൾക്ക് എന്തെങ്കിലും കുറവുണ്ടാക്കുന്നുവെങ്കിൽ, നിങ്ങളുടെ ഗംഭീരമായ സ്വയം അവരിൽ നിന്ന് അകന്നുപോകുമെന്ന് നിങ്ങൾ അറിയണമെന്ന് ഞാൻ ആഗ്രഹിക്കുന്നു	happy
എനിക്ക് നിന്നെ വേണം, എനിക്ക് ആരെയെങ്കിലും വേണം, എനിക്ക് പരിരക്ഷയും സുരക്ഷിതത്വവും വേണം, ഇപ്പോൾ ഞാൻ ചെറുതാണ്, വാക്കുകളില്ലാത്ത ഒരു സീസണിൽ ഞാൻ എന്നെ കണ്ടെത്തുന്നു	happy
എന്റെ ദൈനംദിന ജീവിത കഥകൾ യാത്ര ചെയ്യുന്ന സാഹസിക പ്രചോദനങ്ങളും കൈകൊണ്ട് നിർമ്മിച്ച സൃഷ്ടികളും നിങ്ങളുമായി പങ്കിടാൻ ഞാൻ ആഗ്രഹിക്കുന്നു, നിങ്ങൾക്കും പ്രചോദനം ലഭിക്കുമെന്ന് പ്രതീക്ഷിക്കുന്നു	happy
എനിക്ക് ഇതിനകം എന്റെ ക്രിസ്മസ് മരങ്ങൾ ഉണ്ട്, എനിക്ക് രണ്ടെണ്ണം ലഭിച്ചു, ഉത്സവം തോന്നുന്നു, ഇത് ഈ പുസ്തകം ആരംഭിക്കാൻ എന്നെ പ്രേരിപ്പിക്കുന്നുവെന്ന് ഉറപ്പാണ്	happy
ഒരു ചെറിയ കൺസീലർ ഉപയോഗിച്ച് ഞാൻ അത് സ്വന്തമായി ഒരിക്കൽ ധരിച്ചു, ദിവസങ്ങളോളം എനിക്ക് ധൈര്യം തോന്നുന്നു, പക്ഷേ വിളറിയതായിരിക്കാൻ ആഗ്രഹിക്കുന്നില്ല, അത് തികഞ്ഞതാണ്	happy
ചില വിദ്വേഷികൾ ഞങ്ങളെ കുത്താനും കളിയാക്കാനും തീരുമാനിക്കുമ്പോൾ എനിക്ക് അതിയായ ആവേശം തോന്നുന്നു	happy
ഈ വർഷം ഞങ്ങളുടെ പശുവിനെ കിട്ടാൻ പൗലോസിന് പണം നൽകാനായി പീറ്ററെ കൊള്ളയടിക്കുന്നു, പക്ഷേ പശുവിനെ ഈ രീതിയിൽ ലഭിക്കാത്തത് ഞങ്ങൾക്ക് താങ്ങാനാവുന്നില്ല	sadness
വ്യത്യസ്തമായ എന്തെങ്കിലും പുതിയ കാര്യങ്ങളിൽ നിന്ന് എനിക്ക് നിസ്സംഗത തോന്നി	sadness
എനിക്ക് എന്റെ പ്രത്യേക മനസ്സ് നഷ്ടപ്പെട്ടു, പക്ഷേ വിഷമിക്കേണ്ട, എനിക്ക് ഇപ്പോഴും വിവേകമുണ്ട്, ഈ പുസ്തകം വായിക്കുമ്പോൾ എനിക്ക് തോന്നിയത് നിങ്ങൾ അനുഭവിക്കണമെന്ന് ഞാൻ ആഗ്രഹിച്ചു, സാം സ്പെഷ്യൽ ആണെന്ന് എത്ര തവണ പറഞ്ഞിട്ടുണ്ടെന്ന് എനിക്കറിയില്ല, പക്ഷേ ഇത് നിങ്ങൾക്ക് കൂടുതൽ തവണ ഉറപ്പ് നൽകാൻ കഴിയും ആ ഖണ്ഡികയിൽ ഞാൻ ഉപയോഗിച്ചത് അവൾ പ്രത്യേകമാണെന്ന് ഞാൻ നിങ്ങളോട് പറഞ്ഞോ	happy
എന്റെ ഈ ആദ്യ ഭവനത്തിൽ ഞാൻ ഇവിടെ അംഗീകരിക്കപ്പെടാൻ ആഗ്രഹിക്കുന്നു എന്ന സങ്കടകരമായ വികാരം എനിക്ക് ഉപേക്ഷിക്കാൻ കഴിയില്ല	love
എനിക്ക് തണുപ്പ് അനുഭവപ്പെടുന്നത് നിർത്തി, ചൂട് അനുഭവപ്പെടാൻ തുടങ്ങി	anger
മാവ് തികഞ്ഞതാണെന്ന് ഉറപ്പാക്കാൻ എനിക്ക് അത് അനുഭവിക്കേണ്ടതുണ്ട്	happy
ആ പ്രഭാതത്തിൽ എനിക്ക് അൽപ്പം നിരുത്സാഹം തോന്നുന്നു	sadness
എനിക്ക് സ്വാർത്ഥതയും നാശവും തോന്നുന്നു	anger
ഉദ്ദേശിക്കാത്ത കഥയുമായി ഞാൻ എവിടെയെങ്കിലും പോകുമോ എന്ന് ഉറപ്പില്ലാതെ എഴുതിയപ്പോൾ ഞാൻ അൽപ്പം തളർന്നു	fear
ഐ ബാഗ് ഖാഫ് ലുക്ക് ആരാണ് ഇപ്പോൾ കരയുന്നത് ജസിന്തെ ലുക്ക് നല്ല ഫീലിൻ ഗംഭീരമായ റുപോളിന്റെ തൊലി കത്രിക സഹോദരിമാരെ വാലന്റൈൻ സൂര്യൻ മടുത്ത കെയ്ൽ ആരാണ് നിങ്ങളുടെ ഡാഡി ജെർലിംഗ് ഉണർന്ന് ദയയില്ലാത്ത യു	happy
സയൻസ് ഫിക്ഷൻ മേഖലയിലെ ഒരു വ്യാജനെപ്പോലെ നിങ്ങൾക്ക് അറിയാമെന്ന് എനിക്ക് തോന്നുന്നു	sadness
എന്റെ അച്ഛന്റെ മേൽക്കൂരയിൽ താമസിക്കുന്നത് എനിക്ക് വെറുപ്പാണ്, കാരണം അത് എനിക്ക് ഒരു കഴുതയാകാൻ ഒരു ഒഴികഴിവ് നൽകുന്നു, കാരണം എനിക്ക് ഇവിടെ ജീവിക്കാൻ അവൻ നൽകുന്നു, കാരണം അയാൾക്ക് എന്നെ കഴിയുന്നത്ര ഇഷ്ടപ്പെടാത്തതായി തോന്നണമെന്ന് അയാൾക്ക് തോന്നുന്നു, അതിനാൽ അസുഖം വിടുക	sadness
അദ്ദേഹത്തിന്റെ പിന്തുണയിലും പുതിയ സാഹചര്യങ്ങളിൽ അദ്ദേഹത്തിന്റെ അനായാസതയിലും എനിക്ക് ആശ്ചര്യം തോന്നുന്നു	surprise
വരാനിരിക്കുന്ന സമയങ്ങളിൽ എനിക്ക് കൂടുതൽ ശക്തമായ ലൈംഗിക പ്രവർത്തനങ്ങൾ ഉണ്ടെങ്കിൽ, എന്റെ ചില ഭാഗങ്ങൾ കൊഴിഞ്ഞു വീഴാൻ തുടങ്ങുമെന്ന് ഞാൻ തെറ്റിദ്ധരിച്ചു	happy
എന്നെത്തന്നെ പരിപോഷിപ്പിക്കാനും സുഖപ്പെടുത്താനുമുള്ള സമയം ഞാൻ കവർന്നെടുക്കുമ്പോൾ എന്റെ അമ്മയുടെ മനോഹരമായ സ്‌നേഹനിർഭരമായ പുഞ്ചിരി എനിക്ക് അനുഭവപ്പെടുന്നു	happy
അളിയൻ വളരെ ജനപ്രിയനാണെന്ന് അവർ സംസാരിക്കുമ്പോൾ എനിക്ക് തോന്നുന്നു, എനിക്ക് തോന്നാത്തത് വളരെ കഠിനമാണെന്ന്	happy
ഞാൻ കഴിച്ചു, ഒരു സെല്ലുലാർ തലത്തിൽ രോഗശാന്തി നടക്കുന്നതായി എനിക്ക് അനുഭവപ്പെടുന്നതുപോലെ എനിക്ക് ഉടനീളം മൃദുവായ ഒരു ഇക്കിളി അനുഭവപ്പെട്ടു	love
ആളുകളെയും രൂപങ്ങളെയും ചലിപ്പിക്കുന്ന ഭ്രമാത്മകതയാൽ പീഡിപ്പിക്കപ്പെടുന്നതായി എനിക്ക് ആഴ്ചയിൽ പലതവണ തോന്നിത്തുടങ്ങി	fear
ഞാൻ ഇപ്പോൾ ആഴ്‌ചയിലെ ഡിറ്റോക്‌സ് ഏകദേശം പൂർത്തിയാക്കി, എനിക്ക് അതിശയം തോന്നുന്നു	surprise
അസുഖകരമായ എന്തെങ്കിലും വരാനിരിക്കുന്നുവെന്ന ഈ തോന്നലുകളിൽ ഞാൻ വികാരങ്ങളുടെ ഒരു റോളർ കോസ്റ്ററിലായിരുന്നു	sadness
എന്റെ സ്വന്തം സത്യം പങ്കിടേണ്ടതുണ്ടെന്ന് ഞാൻ കരുതുന്നു, ഈയിടെയായി എനിക്ക് വളരെ വിശ്വസ്തത തോന്നിയിട്ടില്ല, ഞാൻ വിശ്വാസത്തിലുള്ളതിനേക്കാൾ കൂടുതൽ സംശയത്തിലും അനിശ്ചിതത്വത്തിലും വസിക്കുന്നു	love
ഞാൻ അത് വാങ്ങുമ്പോൾ എനിക്ക് ധൈര്യം തോന്നി, എന്റെ മേക്കപ്പ് ചെയ്യുമ്പോൾ വ്യക്തമായി	happy
എനിക്ക് ദയനീയമായി തോന്നുന്നു, പക്ഷേ ഭൂമിയിലെ ഏറ്റവും അഭിമാനിക്കുന്ന അമ്മ കൂടിയാണ്	sadness
എന്തുതന്നെയായാലും എന്റെ കുടുംബം ഞങ്ങളെ സ്നേഹിക്കുന്നുവെന്ന് ഞാൻ കരുതുന്നു, എന്നാൽ മറ്റാരുടെ അടുത്തും മിഷേൽ ബാലിസ്റ്റിക് ആകുമ്പോൾ എനിക്ക് ലജ്ജ തോന്നുന്നു	sadness
എല്ലാ കഥകളിലും ബോംബുകളും ലൈംഗികതയും അനിവാര്യമാണെന്ന് ഞാൻ കരുതുന്നില്ല, പക്ഷേ അച്ചടി ജേണലുകളിൽ അവ കാണുമ്പോൾ എനിക്ക് ആശ്വാസം തോന്നുന്നു	happy
എന്റെ അണ്ഡാശയം വേദനിക്കുന്നതായി എനിക്ക് തോന്നുന്നു, ഞാൻ പറയാൻ ഇഷ്ടപ്പെടുന്നതുപോലെ എന്നോട് സംസാരിക്കുന്നു	sadness
എനിക്ക് അധികം ക്രിസ് ചെയ്യാൻ തോന്നിയില്ല, അപ്രധാനമായ കാര്യങ്ങളുടെ വളരെയധികം ചിത്രങ്ങൾ മാത്രമാണ് ഞാൻ എടുത്തത്	sadness
ഞാൻ പുസ്തകത്തിൽ മടുത്തു, അത് ഇവിടെ നിന്ന് പുറത്തെടുക്കാൻ തയ്യാറാണ്, എനിക്ക് അനുയോജ്യമല്ലാത്ത ചിത്രങ്ങൾ നൽകിയെന്ന് കണ്ടെത്തി, ഫലത്തിൽ കുറ്റപ്പെടുത്തുന്നത് സുഖമായില്ല	sadness
ഒരു mxm ക്യാൻവാസ് വലിച്ചുനീട്ടാൻ ഞാൻ വിജയകരമായി വിജയിച്ചു, ഇത് എന്നെ സംബന്ധിച്ചിടത്തോളം ഒരു നേട്ടമാണെന്നും എന്റെ പണത്തിന്റെയും സമയത്തിന്റെയും മൂല്യവത്തായ ഉപയോഗമാണെന്നും എനിക്ക് തോന്നുന്നു, ഭാവിയിലെ സംക്ഷിപ്തങ്ങൾക്കായി ഞാൻ ക്യാൻവാസ് ഉപയോഗിക്കും	happy
വികാരങ്ങൾ നമുക്കുള്ള ഏറ്റവും പ്രധാനപ്പെട്ട കാര്യങ്ങളിൽ ഒന്നാണെന്ന് ഞാൻ കരുതുന്നു	happy
ഈ യുവ പ്രതിഭാശാലിയായ, പൂർണ്ണമായി ജീവിച്ചിരിക്കുന്ന സുന്ദരിയായ പെൺകുട്ടിയുടെ ഒരു സ്വാധീനമായി ഞാൻ പൂർണ്ണമായും ബഹുമാനിക്കുന്നു	happy
എനിക്ക് ദേഷ്യവും തീയും തോന്നുന്നു	anger
എനിക്ക് ദയനീയമായ ഒരു മാലിന്യം പോലെ തോന്നുന്നു	sadness
എനിക്ക് ഒരു ലിസ്റ്റ് ഉണ്ടാക്കണം എന്ന് തോന്നുന്നു മെലിഞ്ഞത് ചിന്തയിൽ ഞെട്ടിപ്പോകും, ​​അങ്ങനെ ഞാൻ ഒന്നും നഷ്ടപ്പെടുത്തരുത്	anger
ഷൂട്ടറോട് വളരെ ദേഷ്യം തോന്നിയതായി ഞാൻ ഓർക്കുന്നു	anger
ഞാൻ വളരെയധികം കാര്യങ്ങൾ പഠിച്ചതിനാൽ എനിക്ക് വളരെ സന്തോഷവും ആവേശവും തോന്നുന്നു	happy
ഷോകളിലും ചുറ്റിലും ഉള്ള പ്രദർശന കുതിരകളെ ആളുകൾ വിശ്വസിക്കുകയും വിശ്രമിക്കുകയും ചെയ്യുന്നുവെന്ന് എനിക്ക് തോന്നുന്നു, കാരണം മിക്ക പ്രദർശന കുതിരകളും സുരക്ഷിതവും ശാന്തവുമാണ്, കൂടാതെ ഇടയ്ക്കിടെ കൈകാര്യം ചെയ്യപ്പെടുന്നു	happy
എല്ലാം ശരിയാകുമെന്ന് നിങ്ങൾക്ക് എങ്ങനെ തോന്നാനും മനസ്സിലാക്കാനും കഴിയുമെന്ന് ഞാൻ ചിന്തിക്കുന്നു	happy
ആ സമയങ്ങളിൽ എനിക്ക് വളരെ വിലകെട്ടതായി തോന്നുന്നു, ജോലി കണ്ടെത്താൻ ഞാൻ പാടുപെടുകയായിരുന്നു	sadness
എനിക്ക് ഇരുട്ടത്ത് എന്റെ കട്ടിലിൽ കിടക്കാൻ കഴിയും, കുറച്ച് സമയത്തേക്കെങ്കിലും ഭയം തോന്നില്ല	fear
എയർപോർട്ടിൽ വെച്ച് അമ്മയെ കാണാൻ ഞാൻ തയ്യാറായിരുന്നു, അവളുടെ എപ്പോഴുമുള്ള പിന്തുണയുള്ള കരങ്ങൾ എനിക്ക് ചുറ്റും അനുഭവപ്പെടുന്നു	love
ഒരു വാഹനാപകടത്തിൽ പെട്ട് എന്റെ അമ്മയുടെ സഹോദരൻ മരിച്ചപ്പോൾ അവൻ എനിക്ക് ഒരു സമ്മാനം കൊണ്ടുവരികയായിരുന്നു, ഞാൻ എന്റെ ഫോം അഞ്ച് പരീക്ഷകൾ മികച്ച രീതിയിൽ വിജയിച്ചതിനാൽ	sadness
നായ്ക്കൾക്ക് വാക്കുകൾ മനസ്സിലാക്കാൻ കഴിയില്ലെന്ന് എനിക്ക് തോന്നുന്നതിനാൽ ഞാൻ അവരോട് സംസാരിക്കുന്നു, പക്ഷേ അവയ്ക്ക് വികാരങ്ങൾ വായിക്കാനും എങ്ങനെ പിന്തുണയ്‌ക്കണമെന്ന് അറിയാനും കഴിയും, ഞാൻ വീട്ടിലേക്ക് പോകണമെന്ന് ഞാൻ തീരുമാനിച്ചു	love
ഷിറ്റ് പേപ്പറിന്റെ കഷ്ണം വലിച്ചെറിയാൻ എനിക്ക് തോന്നുന്നു	sadness
എന്റെ ജീവിതം വഴിമാറിക്കൊണ്ടിരിക്കുന്ന പിഴവുകളുടെ നിസ്സാര കോമഡിയിൽ എനിക്ക് തമാശ തോന്നിത്തുടങ്ങി	happy
ഞാൻ എല്ലാ ശരീരവും സുന്ദരമായി കാണുന്നു, ആളുകൾ അവരുടെ ശരീരത്തിൽ സുപ്രധാനമായിരിക്കണമെന്ന് മാത്രം ആഗ്രഹിക്കുന്നു	happy
അസോസിയേഷനുകളുടെ അഭിഭാഷകരോ പ്രോപ്പർട്ടി മാനേജരോ അവരുടെ അസോസിയേഷനുകളാൽ ഇരകളാക്കപ്പെടുന്നതായി തോന്നുന്ന ഉടമകളാണെന്ന് ഞാൻ കേൾക്കുന്നു	sadness
കുഞ്ഞായിരിക്കുമ്പോൾ അവളെയും ലില്ലിയെയും സ്നേഹിക്കുന്നത് ആ ചെറിയ മാസങ്ങൾ മാത്രം നീണ്ടുനിൽക്കുന്ന അവസരങ്ങളായിരിക്കുമെന്ന് എനിക്ക് തോന്നുന്നതിനാൽ ഞാൻ കുട്ടിയെ കരയാൻ അനുവദിക്കില്ല	love
ഞാൻ വീണ്ടും ചെയ്യുന്ന കാര്യങ്ങളിൽ എനിക്ക് ആവേശം തോന്നുന്നു, എനിക്ക് ഒരുപാട് കാര്യങ്ങൾ ചെയ്യാനുണ്ടെന്ന് എനിക്ക് തോന്നുന്നു	happy
തിരിഞ്ഞു നോക്കുന്നത് എത്ര നല്ലതാണെന്ന് എനിക്കറിയാം, ഞാൻ എന്റെ വാക്ക് മാനിച്ചുവെന്നും അത് തുടക്കം മുതൽ സഹായിക്കുന്നുവെന്നും കാണുന്നു	happy
ഈ ടോണറിന്റെ കുറച്ച് സ്‌പ്രിറ്റ്‌സ് എന്നെ ശാന്തമാക്കാനും ആശ്വസിപ്പിക്കാനും സഹായിക്കുന്നുവെന്ന് എനിക്ക് തോന്നുന്നു	happy
ഇന്ന് എനിക്ക് വളരെ ഉത്സവമായി തോന്നുന്നു, ഞാൻ ഇത് ചെയ്തുകഴിഞ്ഞാലുടൻ മരം നട്ടുപിടിപ്പിക്കാനും കിരീടധാരണ തെരുവിലെ ആഴ്‌ചയിലെ യാത്രകൾ മനസ്സിലാക്കാനും പോകുന്നു	happy
എനിക്ക് അസുഖമില്ലെന്ന് കണ്ടെത്തിയപ്പോൾ അത് ഗുരുതരമല്ല	happy
ഞാൻ ക്ലാസ്സിൽ നന്നായി പഠിച്ചു, പക്ഷേ മനുഷ്യൻ എന്ന തോന്നലിന്റെ ഒരു സംയോജനം വൈകിയത്തെ സമ്മർദ്ദം കൈകാര്യം ചെയ്തു, എന്റെ ഭയാനകമായ ആഴ്‌ച ഞാൻ പിണങ്ങിക്കഴിഞ്ഞ് കരയുന്നതിന് കാരണമായി	sadness
ഇത് അപൂർവ്വമായി എന്തെങ്കിലും പ്രയോജനകരമായ കാരണങ്ങളാൽ മുന്നോട്ട് പോകുമെന്ന് എനിക്ക് തോന്നുന്നു, ആരുടെയെങ്കിലും മുഖത്തോട് പറയാൻ ഞാൻ തയ്യാറല്ലാത്ത ഒന്നും ഓൺലൈനിൽ പോസ്റ്റുചെയ്യരുത് എന്ന നിയമത്തിൽ ഞാൻ എപ്പോഴും ഉറച്ചുനിൽക്കുന്നു	happy
എനിക്ക് എല്ലാം പ്രയോജനം തോന്നുന്നു	happy
നിങ്ങളിൽ ചിലർക്ക് വേദനയുണ്ടെന്ന് എനിക്ക് തോന്നുന്നു, ഗ്രൂപ്പിനെയോ അല്ലെങ്കിൽ വേദനയുണ്ടാക്കുന്ന ആശയത്തെയോ കുറിച്ച് നിങ്ങൾക്ക് വികാരാധീനനാകുന്നത് സങ്കൽപ്പിക്കാൻ കഴിയില്ല	love
എനിക്ക് ഇതുവരെ ഗൃഹാതുരത്വം തോന്നിയിട്ടില്ല, അതിനാൽ എനിക്ക് ഇതിൽ സുഖം തോന്നുന്നു	sadness
ഞാൻ നൃത്തം ചെയ്യുന്നു, എനിക്ക് സുന്ദരി തോന്നണം	happy
ഞാൻ എല്ലാ ദിവസവും രാവിലെ വ്യായാമം ചെയ്യുന്നു, അതിൽ അതിശയകരമായി തോന്നുന്നു	happy
എനിക്ക് ഇതെല്ലാം അനുഭവപ്പെടുന്നത് അവളുടെ കണ്ണുകളിൽ നിന്ന് അവളുടെ സ്പർശനത്തിൽ നിന്നോ വാക്കുകളിൽ നിന്നോ അല്ല, അവളുടെ കണ്ണുകളിൽ നിന്നാണ് എനിക്ക് ഈ സ്നേഹം ഉറപ്പായും തിരികെ നൽകാമെന്നും അത് വെറുതെയാകില്ലെന്ന് അറിയാമെന്നും എനിക്കറിയാം	sadness
ജോലിസ്ഥലത്ത് ഈ ഭയാനകമായ മലബന്ധം അനുഭവപ്പെടാൻ തുടങ്ങിയ വെള്ളിയാഴ്ച രാവിലെ വരെ എനിക്ക് അതിശയകരമായ അനുഭവമായിരുന്നു	happy
അവരുടെ സാഹോദര്യം പങ്കിടാൻ സുഹൃത്തുക്കളെ വിളിക്കാൻ കഴിഞ്ഞതിൽ ഞാൻ അഭിമാനിക്കുന്നു	happy
കനത്ത കറുത്ത മഴമേഘങ്ങൾ പട്ടണത്തിന് മുകളിൽ ആകാശത്തേക്ക് ആഞ്ഞടിച്ചപ്പോൾ എനിക്ക് ഭയം തോന്നിത്തുടങ്ങി	fear
എനിക്ക് ഭയം തോന്നുന്നതിന്റെ കാരണം ഞാൻ അവളോട് പറഞ്ഞിരുന്നു, എനിക്ക് സുരക്ഷിതമല്ലാത്തത് തോന്നുന്നു എന്നതാണ്	fear
എനിക്ക് ഇതുവരെ ത്സയിൽ കുലുങ്ങാൻ തോന്നിയില്ല, അതിനാൽ ഞാൻ ഉച്ചഭക്ഷണത്തിനായി ക്രിയേറ്റീവ് ക്രോസന്റുകളുടെ അരികിലേക്ക് വലിഞ്ഞു	fear
ഞാൻ ഗ്രൂപ്പുകളിൽ ചേരുന്നു, എനിക്ക് വളരെ അസഹ്യവും നഷ്ടപരിഹാരവും തോന്നുന്നു, വളരെ സംസാരിക്കുന്നതോ ശരിക്കും മിണ്ടാതെയോ	sadness
